v1,v2
HAM,نصب finance   موفق به remote نشده سپس به صورت تلفن? راهنما?? ونص?ب توسط خود کاربر انجام پذ?رفت
SPAN,تعداد ?کعدد تونر
HAM,تنظ?ملت printer جهت print از eorg
HAM,"به دل?ل کند? سخت افزار، ن?از به تعو?ض سخت افزار ?ا س?ستم دارد"
SPAN,ن?از به را?ت ?ک عدد س? د?
HAM,حذف و نصب آف?س 2016
HAM,اشکال در شناسا?? سخت افزار
HAM,اشکال در Erog
HAM,معرف? IP جد?د به س?ستم ساعت زن?
HAM,نصب printer 2850  کاربر خانم جلال? م?باشد
HAM,share printer
HAM,share printer
HAM,ن?از به تغ??ر پسوورد
HAM,انتقال اطلاعات برا? آغاجار?
HAM,هماهنگ? و نصب برنامه Overhuall برا? همکاران حسابرس? و در?افت ستاد مناطق نفت خ?ز
HAM,بررس? شبکه و رفع اشکال از آن
HAM,راه انداز? پروژکتور سالن جلسات جهت جلسه IMS
HAM,نصب کر?ستال ر?پورت برنامه Finance
HAM,درخواست تبد?ل VGA  to  DVI
HAM,قطع? شبکه انبار - پ?رمراد?
HAM,نصب mescbook
SPAN,تعو?ض ?کعدد تونر 05a
HAM,بررس? ورفع اشکال از شبکه منش? (خانم لطف? پور)
HAM,ن?از به نصب برنامه Overhaul و Mos
HAM,بررس? و رفع اشکال از پر?نتر خانم دانش
HAM,ن?از به نصب برنامه Overhaul
HAM,ن?از به نصب برنامه Overhaul
HAM,س?ستم ر?ست م? شود
HAM,مشکل کارت گراف?ک
HAM,1-کند? س?ستم   2-مشکل درا?و F  3- JOINس?ستم خارج شده است
HAM,مشکل کارت شبکه
HAM,آبد?ت آنت? و?روس
SPAN,تحو?ل س?ستم I-LAN به آقا? عز?ز?
HAM,خراب? بوت و?ندوز
HAM,ته?ه گزارش هفتگ? از کارگاه پشت?بان?
HAM,اشکال در مان?تور
HAM,اشکال در بازکردن فا?لها? zip
HAM,اشکال در مان?تور - چراغ بصورت متدد روشن و خاموش م? شود.
HAM,اشکال در مان?تور - چراغ بصورت متدد روشن و خاموش م? شود.
HAM,نصب پر?نتر آقا? بهروان برا? ا?شان
SPAN,ن?از به تعو?ض تونر 2850
HAM,reset password
HAM,reset password
HAM,قطع? ش?که ارجاع به واحد شبکه
HAM,تغ??ر پسوورد برا? آقا? زرگر
SPAN,ن?از به تعو?ض کاتر?ج 2015
HAM,تغ??ر پسوورد برا? آقا? مسلم?
HAM,تغ??ر پسوورد
HAM,نصب برنامه overhaul
HAM,رفع ا?راد ورود به eorg
HAM,نصب پر?نتر منش? برا? ا?شان
SPAN,ن?از به ?ک عدد تونر samsung
HAM,تعو?ض تونر پر?نتر خانم زنگنه
HAM,انتقال اطلاعات از س?ستم آقا? فروغ? به س?ستم آقا? علو?
HAM,انتقال اطلاعات از س?ستم آقا? فروغ? به ftp
HAM,reset pass
HAM,انتقال فا?ل
HAM,اشکال در ورد
SPAN,ابطال کل?ه فرم ها? لوازم مصرف? جهت بروز رسان? س?ستم
SPAN,ن?از به تعو?ض کابل برق
HAM,بالا ن?امدن و?ندوز
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم آقا? فروغ?
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم آقا? قنبر?
HAM,تغ??ر پسوورد
HAM,تغ??ر پسوورد
SPAN,ن?از به ?کعدد تونر 2850
SPAN,ن?از به تعو?ض ?کعدد تونر 53a  توسط خ سلمانپور
HAM,اشکال در office
HAM,بررس? سالم بودن انجام شد
HAM,#NAME?
HAM,#NAME?
SPAN,ن?از به تعو?ض کابل صدا? س?ستم به مان?تور
HAM,قطع? شبکه داخل کارگاه
HAM,اشکال در پر?نتر - سمائ?
HAM,اشکال در برنامه انبار
HAM,بررس? و تعو?ض Dvd Writer
HAM,قطع? شبکه منش? بدل?ل اشکال در انت? و?روس مکاف?
HAM,اشکال در قطع? شبکه بدل?ل اشکال در انت? و?روس مکاف?
HAM,قطع? شبکه
HAM,قطع? شبکه
HAM,ارسال درخواست رفع عدم مغا?رت
SPAN,ن?از به را?ت اطلاعات- 1 نسخه
HAM,انتقال فا?ل
HAM,اشکال در ورد و پر?نتر
HAM,و?ندوز ر?ست م?شود
HAM,اشکال در Eorg
HAM,بروزرسان? فا?نانس
SPAN,ن?از به ?ک عدد کلد?سک 8G
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم کاربر- بس?ج
HAM,ن?از به جابه جا?? اموال در اخت?ار منش? شماره 2 به نام آقا? جعفر کر?م? و?س
SPAN,ن?از به ?کعدد تونر 2055
SPAN,ن?از به ?کعدد تونر 2055
HAM,rejoine س?ستم منش?   خانم ح?در?
HAM,تغ??ر پسوورد
SPAN,تعو?ض کاتر?ج HP PRO400
HAM,اشکال در Kvm
HAM,اشکال در برنامه اورهال
HAM,طراح? فرم ورد
HAM,اشکال در فا?نانس - سمائ?
HAM,انتقال فا?ل - منش?
HAM,اشکال در دستگاه فاکس
SPAN,ن?از به تعو?ض تونر 2060
HAM,reset password
HAM,reset password   خانم شر?فات
HAM,نصب printer  غ?ر فعال بودن port usb ارجاع به آقا? سل?مان? جهت مشاوره و راهنما??
HAM,reset password
HAM,reset password  خانم ام?ر?
HAM,reset password  خانم احمد?
HAM,نصب printer mfc 7470D
HAM,reset password
HAM,اشکال در Eorg منش?
HAM,انتقال فا?ل
HAM,اشکال در فرم ورد
HAM,طراح? فرم ورد
HAM,اشکال در فکس
HAM,اشکال در لود و?ندوز
HAM,اشکال در اسکنر
HAM,تغ??ر پسوورد
HAM,رفع ا?راد از کشو? پر?نتر منش?
HAM,اشکال در کابل برق پر?نتر
SPAN,ن?از به ?کعدد کابل برق برا? پر?نتر آقا? محسن?
HAM,انتقال فا?ل
SPAN,تعو?ض ?ک عدد تونر سامسونگ
SPAN,ن?از به تعو?ض ?کعدد ر?بون مدا dfx8500
HAM,اشکال در Eorg منش?
HAM,اشکال در کار پر?نتر
HAM,اشکال در اسکنر
SPAN,تعو?ض باطر? مادربورد
HAM,Reset Password اتوماس?ون ادار? Eorg
HAM,Reset Password اتوماس?ون ادار? Eorg
HAM,Reset Password اتوماس?ون ادار? Eorg
HAM,بررس? درخواست ا?جاد Node جد?د شبکه
HAM,بالا ن?امدن و?ندوز
HAM,بررس? درخواست ا?جاد Node جد?د شبکه جهت آقا? ک?امرز سل?مان?
HAM,join domain
HAM,rename به نام ا?شان
HAM,تنظ?مات office
HAM,نصب eorg
HAM,راه انداز? tv
HAM,نصب دو عدد ک?بورد
HAM,نصب دو عدد mouse
HAM,راه انداز? ?ک عدد مان?تور
HAM,اتصال مجدد tv سخت افزار
HAM,افزا?ش طول جهت راه انداز? usb 4 port
HAM,اتصال مجدد مودم
HAM,بررس? گرد?د   ا?راد خراب? اسپ?کر
HAM,-ک?س به شماره شماره اموال 2142020160  -س?ستم بالا نم آ?د
HAM,طراح? فرم الزامات در اکسل
SPAN,ن?از به تعو?ض درام
HAM,بهم ر?ختگ? فرم در ورد و اشکال در تنظ?مات
HAM,اشکال در فا?نانس
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم
HAM,اشکال در اسکنر
HAM,اشکال در ارسال فا?لها? با سا?ز بالا
SPAN,ن?از به را?ت 4 عدد DVD- بس?ج
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم
HAM,ن?از به تعو?ض مان?تور ( مان?تور شماره 2142060035 به جا? مان?تور شماره 2142060002)
SPAN,ن?از به ?ک ست کامل س?ستم ?ون?ت
SPAN,ن?از به ?ک عدد ماوس+ ?ک عدد پد ماوس+ ?ک عدد کابل برق+ ?ک عدد کابل شبکه جهت راه انداز? س?ستم جد?د تحو?ل?
SPAN,?کعدد کابل افزا?ش طول صدا برا? منش? ا?شان خانم احمد?
HAM,اشکال در فرم اکسل
HAM,ن?از به ف?لم ف?وز?نگ+ شافت 1522+ سرو?س پر?نتر+ شارژ کاتر?ج hp جهت پر?نتر مدل hp m1522n
SPAN,ن?از به شارژ 32 عدد کاتر?ج + 24 عدد درام+ 11 عدد مگنت+ 7 عدد چ?پست جهت استفاده کاربران
HAM,اشکال در فرم اکسل
HAM,نصب پر?نتر1522 برا? منش? ا?شان
SPAN,تعو?ض ?ک عدد تونر
SPAN,ن?از به تعو?ض تونر
HAM,اشکال در و?ندوز
HAM,اشکال در eorg منش?
HAM,اشکال در اسکنر
SPAN,ن?از به نعو?ض ?کعدد ماوس
HAM,اشکال در اتصالات اسکنر
HAM,تنظ?مات و راه انداز? printre
HAM,share printer آقا? خ?اط برا? منش?
HAM,راه انداز? tv portal
HAM,ا?راد در روشن شدن مان?تور رفع آن
HAM,نصب فونت نستعل?ق برا? خانم حسام زاده
HAM,share printer
HAM,نصب پر?نتر خانم جانک?
HAM,تعو?ض کاتر?ج 2055
HAM,نصب overhal
HAM,share printer
SPAN,ن?از به ?کعدد ماوس
SPAN,ن?از به تعو?ض ?کعدد ماوس
HAM,تحو?ل س?ستم بصورت کامل به آقا? نادرزاده
HAM,2130
HAM,نصب overhaul
HAM,نب finance
HAM,تغ??ر پسوورد
HAM,حذف  و نصب نرمافزار اورهال
HAM,نصب نرم افزار اورهال
HAM,نصب نرم افزار اورهال
HAM,نصب ie برا? tv
HAM,اشکال در بالا آمدن و?ندوز
HAM,خراب? و?ندوز
HAM,اشکال در eorg
HAM,قطع? شبکه
HAM,راهنما?? جهت انقال فا?ل share data
HAM,آموزش جهت انتقال فا?ل از طر?ق share data
HAM,بالا ن?امدن و?ندوز رفع آن  منش?
HAM,راه انداز? ک?بورد با استفاده از port ps2
HAM,تعو?ض کاتر?ج 1320
HAM,نصب فا?نانس  و  اورهال - نادرزاده
HAM,و?ندوز بالا نم? آ?د
HAM,راه انداز? scaner 3110  منش?
SPAN,اشکال در چاپ
HAM,اشکال در update نرم افزار overhaul
HAM,اشکال در فرم ورد
HAM,ن?از به تعو?ض پر?نتر( پر?نتر شماره 2142410207 جا?گز?ن پر?نتر شماره 2142410208)
HAM,ن?از به تغ??ر و تحول کل?ه تجه?زات در اخت?ار آقا? ابدال? به نام کاربر? آقا? اتابک افشارنسب
HAM,تغ??ر و تحول کل?ه تجه?زات در اخت?ار آقا? اتابک افشارنسب به نام آقا? ع?س? ز?دان?
HAM,اشکال در پر?نتر
HAM,تغ??ر پسوورد eorg
HAM,اشکال در باز نمودن نامه
SPAN,تعو?ض ?کعدد تونر 65a
HAM,مشکل و?ندوز در بالا آمدن
HAM,خارج شدن س?ستم از شبکه
HAM,?ک عدد م?ز کار برا کامپ?وتر و تجه?زات ادار?
HAM,تعو?ض درام printer brother 5340
HAM,تعوض mouse
HAM,ن?از به ?ک عدد کابل صدا
HAM,رفع ا?راد از printer 2130
HAM,انتقال اطلاعات درا?وها? س?ستم قبل? به س?ستم جد?د
HAM,اشکال در پر?نتر
HAM,ست کردن IP جد?د در دستگاه ساعت زن?
HAM,اشکال در پر?نتر س?ستم ا?نترنت
HAM,اشکال در فرم ورد - نادرزاده
HAM,ک?بورد ا?راد دارد
HAM,باز?اب? رمز عبور eorg
HAM,اشکال در روشن شدن مان?تور
HAM,اشکال در و?ندوز س?ستم  ن?از به تعو?ض و?ندوز
HAM,update finance
HAM,printer share for secretary  miss.mosavi 1
HAM,printer share for secretary   miss mosavi 2
HAM,ن?از به تعو?ض و?ندوز م?باشد
HAM,اشکال در خروج? صدا
HAM,اشکال در Eorg
HAM,اشکال در برنامه انبار
HAM,انتقال فا?ل
HAM,اشتراک گذار? پر?نتر آقا?? سنا??
HAM,ا?راد در ارسال ضمائم در Eorg
SPAN,تعو?ض تونر برا? کاربران آغاجار?  samsung عدد 2  53A ?کعدد  brother 5340  عدد 2  brother 2130 عدد 2
HAM,پر?نتر پر?نت نم?گ?رد
SPAN,ن?از به 2 عدد ?ون?ت درام پر?نتر 5340 جهت پر?نتر منش? hse و کاربر آغاجار?
SPAN,ن?از به ف?وز?نگ کامل + برد فورمتر پر?نتر 1522 و غلطک پرس+ برد فورمتر+ کاغذ کش پر?نتر 2055
HAM,اشکال در اخذ پر?نت  س?ستم منش?
HAM,تعو?ض کاتر?ج 1320
HAM,و?ندوز بالا نم? آ?د
HAM,5340
HAM,بروز رسان? فا?نانس
SPAN,سرو?س پر?نتر منش? -خانم اصلاح
HAM,شبکه قطع است
HAM,لرزش در مان?تور - نادرزاده
HAM,گزارش از انبار - شمارش ف?ز?ک?
SPAN,ن?از به را?ت 1 نسخه CD
HAM,تغ??ر پسوورد eorg
HAM,تغ??ر پسوورد eorg
SPAN,تعو?ض ?کعدد تونر 1300
HAM,تغ??ر نام به آقا? فردادمهر تنظ?مات و تحو?ل به ا?شان
HAM,اشکال در joine س?ستم
HAM,اشکال در قطع بودن شبکه
HAM,نصب Extra
HAM,اشکال در مان?تور - تحو?ل مان?تور آقا? چنگلوا?? به نادرزاده
HAM,ا?راد در Eorg
HAM,انتقال فا?ل
HAM,خروج س?ستم از شبکه
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم
HAM,ن?از به انتفال اطلاعات از کلد?سک به س?ستم
SPAN,ن?از به را?ت 15 عدد CD
SPAN,سرو?س دستگاه پر?نتر
HAM,تغ??ر و تحول س?ستم قد?م آقا? چمن پ?را به نام آقا? فردادمهر
SPAN,ن?از به ?ک عدد ماوس
SPAN,ن?از به ?ک عدد پد ماوس
HAM,ن?از به تعو?ض و?ندوز
HAM,اشکال در طراح? فرم ورد
HAM,طراح? فرم ورد
HAM,اشکال در مان?تور
HAM,طراح? فرم اکسل
HAM,انتقال فا?ل
HAM,ن?از به س?ستم و نصب رنامه ها? آن برا? کاربر
HAM,اشکال در فونت و?ندوز
HAM,اشکال در صدا? س?ستم
HAM,نصب پر?نتر 1320
SPAN,ن?از به تعو?ض باتر? Cmos
HAM,اشکال در Update Mcafee
HAM,بالا ن?امدن و?ندوز
HAM,share printer
HAM,پاک کردن فا?لها? temp
HAM,ارجاع به واحد کارگاه جهت تعو?ض باطر? bios
HAM,reset password
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم آقا? باقر?ان پور
HAM,مشکل و?ندوز و عدم در?افت پال?س? ها شبکه
HAM,تحو?ل اسکنر به شماره اموال 2142510013
HAM,س?ستم آقا? عامر?   ن?از به ارتقاء   تعو?ض و?ندوز و....
HAM,نصب اورهال جد?د - نادرزاده
HAM,درا?و? c ن?از به فضا? ب?شتر دارد - نادرزاده
HAM,اشکال در برنامه نت
HAM,آموزش جستجو? نامه و انتقال ان
HAM,اشکال در برنامه نت
HAM,کند? شد?د شبکه در اداره تعم?رات اساس?
HAM,پر?نت تعداد? صفحه از پورتال مناطق
HAM,اشکال در برنامه نت - تحت وب
HAM,اشکال در برنامه نت - تحت وب
HAM,راه انداز? printer
HAM,نصب برنامه مربوط به اداره فن?
HAM,نصب scaner epson
HAM,رفع ا?راد ورود به eorg
HAM,اشکال در دستگاه فکس
HAM,انتقال فا?ل
HAM,کند? شبکه
HAM,مشکل س?ستم در کارت شبکه و ن?از به تعو?ض
SPAN,ن?از به را?ت ?ک نسخه cd
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم - بس?ج
HAM,reset password
HAM,reset password
HAM,بررس? کند? س?ستم
HAM,تعو?ض کاتر?ج 1132
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم - بس?ج
SPAN,ن?از به را?ت 2 عدد CD - بس?ج
HAM,کند? س?ستم و ن?از به تعو?ض و?ندوز
HAM,حذف و نصب نرم افزار اورهال
HAM,آموزش نحوه اسکن کردن در مح?ط eorg
HAM,نصب و راه انداز? extera
SPAN,تعو?ض ?کعدد تونر 2850
HAM,نصب مجدد ک?بورد برا? منش?
HAM,نصب نرم افزار km player
HAM,نصب finance
HAM,حذف و نصب درا?ور پر?نتر
HAM,اشکال در برنامه اورهال
HAM,تعو?ض ?ک عدد موس
HAM,و?ندوز ر?ست م? شود
HAM,مشکل شبکه و و?ندوز
HAM,ن?از به انتقال اطلاعات از کلد?سک ?ه س?ستم
HAM,انتقال اطلاعات از کلد?سک به س?ستم
HAM,انتقال فا?ل
HAM,اشکال در دستگاه ساعت زن?
HAM,اشکال در پر?نتر منش?
SPAN,ن?از به ?ک عدد تونر brother 5340
SPAN,ن?از به ?ک عدد تونر 85A
HAM,شبکه اتاق برنامه ر?ز? قطع است
SPAN,ن?از به ?ک عدد پد ماوس
HAM,انتقال فا?ل
HAM,گزارش سال?انه کارگاه پشت?بان?
HAM,اشکال در تا?م دستگاه ساعت زن?
HAM,و?ندوز لود نم? شود
SPAN,کند? س?ستم منش? (خانم فارسان?)  کمبود فضا برا? درا?ور و?ندوز(C)
HAM,انتقال فا?ل ها س?ستم فرزاد مهر -بدل?ل عدم شبکه ارجاع داده شد
HAM,تعو?ض کابل برق مان?تور
HAM,تعو?ض کابل برق مان?تور
HAM,ن?از به ?ک ست کامل س?ستم ?ون?ت جهت خانم مکوند?  (شماره اموال 2142020098-2142060195-2142050195)
SPAN,ن?از به ?ک عدد ماوس (جهت س?ستم خانم مکوند?)
SPAN,ن?از به ?ک عدد پد ماوس (جهت س?ستم خانم مکوند?)
HAM,اشکال در اجرا? فا?لها? ورد - نصب مجدد ورد
SPAN,تعو?ض تونر
HAM,اشکال در پر?نتر
HAM,با?گان? فرم ها? 97 و ا?جاد فرم ها? اضافه کار? 98
HAM,اشکال در اسکنر - منش?
HAM,اشکال در فا?نانس
HAM,اشکال در گرفتن پر?نت
HAM,تغ??ر رمز ورود
HAM,نصب tv  بر رو? پورتال
HAM,اشکال در پر?نت فا?ل اکسل
HAM,اشکال در مرورگر فا?رفاکس
SPAN,ن?از به را?ت 1 عدد cd
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم - بس?ج
HAM,مشکل کند? شبکه
HAM,اشکال در ک?بورد
HAM,کند? شبکه و Eorg - منش? اداره
HAM,بررس? بروزرسان? اورهال
HAM,اشکال در طراح? فرم ورد - سمائ?
HAM,ا?راد کارت گراف?ک
HAM,تعو?ض و?ندوز xp
HAM,انتقال فا?ل
HAM,پر?نت از صفحات مورد ن?از
HAM,اشکال در پر?نتر - نصب مجدد پر?نتر
HAM,اشکال در Eorg
HAM,تحو?ل س?ستم ا?نترنت به شماره اموال 02142020334
HAM,مشکل و?ندوز و کند? س?ستم
SPAN,مشکل کارت گراف?ک
HAM,مشکل و?ندوز
HAM,اشکال در فرم Eorg
SPAN,تعو?ض کابل صدا
SPAN,تعو?ض کاتر?ج پر?نتر 2130
HAM,ن?از به تعو?ض و?ندوز + ن?از به افزا?ش رم
HAM,restart م?شود
SPAN,ن?از به ?ک عدد کابل برق
SPAN,ن?از به ?ک عدد کابل مان?تور
SPAN,ن?از به ?ک ست کامل س?ستم ?ون?ت
SPAN,ارتقاء س?ستم (رم DDR2  2Gb )
SPAN,تعو?ض باطر? CMOS
HAM,کند? شد?د شبکه
HAM,اشکال در ورد - منش?
SPAN,ن?از به را?ت 2 عدد CD
HAM,عدم شناسا?? کارت شبکه  بررس? سخت افزار س?ستم  مطابقت اموال با پشت?بان? خدمات مکان?زه
HAM,تعو?ض و?ندوز  اشکال Power س?ستم  بررس? کارت گراف?ک س?ستم( تصو?ر سبز و بنفش م?شود)
HAM,قطع? شبکه داخل?
HAM,اشکال در دستگاه ساعت
HAM,اشکال در سخت افزار? در ک?س - تصو?ر نما?ش داده نم?شود
HAM,راه انداز? مجدد mouse
SPAN,تعو?ض ?کعدد تونر 3020
HAM,اشکال در بالا آمدن نرم افزار اورهال
HAM,آپد?ت اورهال
HAM,اشکال در پورتال
HAM,راه انداز? پر?نتر
HAM,نصب پر?نتر منش?
HAM,ا?راد در ورود به و?ندوز
HAM,راه انداز? mouse
HAM,نصب پر?نتر
HAM,باز?اب? کلمه عبور eorg خانم موسو?
HAM,share printer
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم
HAM,پاک کردن فا?لها? temp
HAM,reset password
HAM,نصب printer
HAM,اشتراک گذار? پر?نتر با س?ستم آقا? مطمئن
HAM,درخواست کپ? محتو?ات کتابچه ها? تورب?ن ت?دا رو? س?ستم مظفر?
HAM,بررس? و تعو?ض و?ندوز س?ستم  امکان سنج? ارتقا س?ستم
HAM,مشکل سخت افزار? restart م?شود
HAM,ا?راد کابل مان?تور
HAM,قطع? شبکه ارجاع به واحد شبکه
HAM,قطع? شبکه ارجاع به واحد شبکه
HAM,انتقال فا?ل
HAM,منش? راهنما?? جهت کار و انتقال از ftp
HAM,روشن کردن رک سالن جلسات دو طبقه
HAM,راهنما?? و راه انداز? شبکه
HAM,راه انداز? پر?نتر
HAM,reset password
HAM,reset password
HAM,راهنما?? کاربر جهت اتصال مجدد شبکه
HAM,باز?اب? eorg
HAM,کند? س?ستم  چک و انجام تنظ?مات و راهنما?? کاربر
HAM,share printer
HAM,نصب نرم افزار تورب?ن ت?دا
HAM,نصب نرم افزار تورب?ن ت?دا
HAM,نصب نرم افزار تورب?ن ت?دا
HAM,اشکال در پر?نتر
HAM,نصب مجدد فا?رفاکس
HAM,قطع? مودم ا?نترنت شرکت?
SPAN,ن?از به تعو?ض ?کعدد تونر 2014
HAM,روشن کردن سو??چ
HAM,قطع? در شبکه
HAM,ر?ست پسوورد منش?
HAM,اشکال در IE
HAM,اشکال در فا?رفاکس
SPAN,تعو?ض ?ک عدد تونر 49A
HAM,اشکال در چاپ با فا?نانس - نادرزاده
SPAN,ن?از به کابل افزا?ش طول جهت س?ستم بس?ج
SPAN,ن?از به ?ک عدد کابل پر?نتر
SPAN,ن?از به ?ک عدد کابل افزا?ش طول
HAM,نصب و اشتراک گذار? پر?نتر آقا? مشک? زاده و همکاران
HAM,ن?از به انتقال اطلاعات از eorg  به کلد?سک
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم - بس?ج
HAM,مشکل مان?تور
HAM,مشکل عدم شناسائ? کارت شبکه   تعو?ض و?ندوز   بررس? سخت افزار
HAM,انتقال فا?ل امور ادار?
HAM,انتقال فا?ل
HAM,اشکال در شبکه
HAM,انتقال فا?ل - منش?
HAM,طراح? فرم اکسل
HAM,اشکال در برنامه انبار
HAM,اشکال در Eorg
HAM,اشکال در کار با و?ندوز 7
HAM,اشکال در اجرا? Extra
HAM,راهنما?? جهت تغ??ر پسورد س?ستم
SPAN,تغ??ر پسورد ماوس س?ستم
HAM,"بررس? و?ندوز ، جهت تحو?ل به کاربر"
HAM,بررس? مودم و امکان سنج? ا?نترنت
HAM,پ?گ?ر? تنخواه اداره
HAM,تعو?ض کارت شبکه (مدل DLINK)
HAM,افزا?ش رم س?ستم به 2 GIGABYTE
HAM,اشکال در Eorg
HAM,اشکال در Word
SPAN,ن?از به تعو?ض ?ک عدد تونر
HAM,و?ندوز لود نم? شود - بررس? سخت افزار?
HAM,بررس? و رفع اشکال س?ستم
HAM,بررس? پر?نتر - نادرزاده
HAM,اشتراک گذار? پر?نتر - قنوات? و نادرزاده
HAM,اشکال در چاپ صفحات گزارش گ?ر? اورهال
HAM,"بررس? IE , موز?لا"
HAM,جابجا?? س?ستم و راه انداز? شبکه محل مربوطه
HAM,اشکال در طراح? فرم ها? word - منش?
HAM,اشکال در فرم ها? اکسل
HAM,فراموش? رمز عبور Eorg
HAM,بررس? پر?نتر و رفع اشکال در چاپ صفحات
SPAN,تعو?ض ?ک عدد تونر 53
HAM,ر?ست پسوورد خ دانش
HAM,ر?ست پسوورد خ ح?در?
HAM,نصب پر?نتر
HAM,اشکال در ارسال پر?نت س?ستم نداف
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم
SPAN,ن?از به ارتقاء و تعو?ض سخت افزار
HAM,ن?از به تعو?ض کارت شبکه س?ستم  جهت برقرار? شبکه./
HAM,قطع? شبکه دستگاه ساعت
HAM,انتقال فا?ل
SPAN,را?ت اطلاعات مورد ن?از
HAM,اشکال در برنامه اورهال و فونت ها? س?ستم
HAM,ن?از به انتقال اموال در اخت?ار آقا? چهارده چر?ک بدل?ل بازنشستگ?
HAM,تعو?ض کابل شبکه
HAM,اشکال در پر?نتر منش?
HAM,در?افت کل?ه تجه?زات س?ستم نت دفتر خانم مراد?
SPAN,ن?از به ?ک عدد تونر 05A
HAM,تحو?ل س?ستم نو به آقا? ع?س? زمان پور   مشخصات ک?س :  اموال به شماره :2142020238
HAM,تحو?ل س?ستم نو به آقا? ع?س? زمان پور   مشخصات ک?س :  اموال به شماره :2142020238
SPAN,ن?از به ?ک عدد کابل VGA
SPAN,ن?از به ?ک ست س?ستم ?ون?ت   2142020238-2142060351-2142050430
SPAN,ن?از به 2 عدد تونر BROTHER 5340 و تونر 53A و 2 عدد تونر 49A
HAM,مشکل و?ندوز
HAM,اشکال در Eorg منش?
SPAN,ن?از به ?ک عدد تونر 53A
HAM,نصب پر?نتر
HAM,حذف و نصب اکسترا
HAM,اشکال در eorg
HAM,اشکال در ک?بورد
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم - بس?ج
HAM,گزارش هفتگ? کارگاه پشت?بان?
HAM,بررس? شبکه و پ?گ?ر? از طر?ق آغاجار? و اهواز
HAM,بررس? کند? شبکه
HAM,اشکال در فرم ورد
SPAN,ن?از به را?ت اطلاعات - 1 نسخه CD
SPAN,ن?از به ?ک عدد کابل افزا?ش طول usb
SPAN,ن?از به را?ت و انتقال اطلاعات
HAM,اشکال در برنامه خدمات رفاه?
HAM,اشکال در برنامه اورهال - نادرزاده
HAM,بررس? کند? شبکه
HAM,قطع? Extra
HAM,اشکال در فا?نانس
HAM,بررس? فا?نانس و مشکل در چاپ
SPAN,ن?از به ?ک عدد تونر SAMSUNG
SPAN,ن?از به شارژ 62 عدد کاتر?ج + 7 عدد درام + 4 عدد مگنت جهت رفع ن?از کاربران
SPAN,ن?از به ?ک عدد پد ماوس
HAM,ن?از به ?ک دستگاه پروژکتور
SPAN,ن?از به ?ک ست اسپ?کر
HAM,انتقال فا?ل
HAM,حجم ز?اد فا?لها? اسکن شده - منش?
HAM,اشکال در تنظ?مات eorg
HAM,اشکال در پر?نتر 2014
SPAN,ن?از به ?ک عدد کابل پر?نتر 5 متر?
HAM,ن?از به انتقال اطلاعات از کلد?سک به س?ستم - بس?ج
HAM,انتقال فا?ل
HAM,?کعدد کابل افزا?ش طول برا? پر?نتر ا?شان
HAM,?کعدد کابل پر?نتر
HAM,بررس? و رفع اشکال از ک?بورد س?ستم
HAM,بلوور گ?ر? مخزن تونر پر?نتر
HAM,تعو?ض پاور
HAM,تعو?ض ?ک عدد رم 512
HAM,بررس? تنظ?مات Eorg
HAM,اشکال در تغ??ر رمز عبور - طراح? فرم گزارش
HAM,مشکل ر?ست کردن س?ستم
HAM,مشکل کارت گراف?ک س?ستم خانم مر?م مکوند?
HAM,طراح? 4 صفحه فرم تعم?رات ماش?ن آلات
HAM,اشکال در فا?نانس - قنوات?
HAM,اشکال در سند اورهال
HAM,اشکال در کتابچه msec
SPAN,ن?از به 5 عدد ماوس جهت رفع ن?از کاربران آغاجار?
SPAN,ن?از به 3 عدد برچسب ک?بورد جهت رفع ن?از کاربران آغاجار?
SPAN,ن?از به 10 عدد سوکت rj45
SPAN,ن?از به ?ک عدد تونر brother 2130
SPAN,ن?از به ?ک عدد تونر 36A
HAM,تنظ?م ساعت س?ستم خ حس?ن?
HAM,تنظ?م ?وزر آقا? لط?ف?
HAM,هنگ س?ستم و rejoine س?ستم
SPAN,ن?از به را?ت 4 عدد cd
HAM,س?ستم بنام آقا? محمود سروقدمقدم -مشکل (خروج از شبکه )
